License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,Total Harvest,Bulls,Cows,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points
2014,454,SUM,1211,7895,7,162,65,92,6,6,157,6,42,17
2014,455,N,26,208,8,17,17,0,0,13,3,0,0,17
2014,455,R,291,1652,6,115,48,60,6,11,103,3,18,27
2014,455,SUM,317,1860,6,131,65,60,6,25,107,3,18,44
2014,471,N,4,20,5,4,4,0,0,0,4,0,3,1
2014,471,R,48,168,4,6,0,6,0,0,6,0,0,0
2014,471,SUM,52,188,4,10,4,6,0,0,10,0,3,1
2014,4XX,N,40,184,5,6,6,0,0,3,3,0,3,3
2014,4XX,R,87,389,5,17,6,8,3,0,17,0,3,3
2014,4XX,SUM,127,572,5,23,11,8,3,3,20,0,6,6
2014,500,N,34,161,5,4,0,2,2,0,4,0,0,0
2014,500,R,340,1908,6,40,19,22,0,6,34,6,1,12
2014,500,SUM,375,2069,6,44,19,24,2,6,39,6,1,12
2014,502,N,12,58,5,6,3,3,0,0,6,3,0,0
2014,502,R,191,1046,6,32,12,17,3,3,29,3,4,5
2014,502,SUM,203,1104,5,38,15,20,3,3,35,6,4,5
2014,510E,N,3,3,1,0,0,0,0,0,0,0,0,0
2014,510E,R,12,67,6,3,3,0,0,0,3,0,0,3
2014,510E,SUM,15,70,5,3,3,0,0,0,3,0,0,3
2014,510W,N,3,14,5,3,3,0,0,0,3,3,0,0
2014,510W,R,22,122,6,3,0,3,0,0,3,0,0,0
2014,510W,SUM,25,136,6,6,3,3,0,0,6,3,0,0
2014,511,N,39,261,7,12,9,3,0,6,6,0,3,6
2014,511,R,214,1148,5,28,20,9,0,14,14,3,4,13
2014,511,SUM,253,1409,6,40,28,11,0,20,20,3,7,19
2014,520NW,N,82,607,7,42,28,14,0,3,39,3,17,8
2014,520NW,R,854,4545,5,245,97,142,6,7,238,20,61,17
2014,520NW,SUM,936,5152,6,286,125,156,6,10,276,23,78,25
2014,520SE,N,10,74,7,0,0,0,0,0,0,0,0,0
2014,520SE,R,179,957,5,51,30,21,0,6,45,0,17,13
2014,520SE,SUM,189,1031,5,51,30,21,0,6,45,0,17,13
2014,530,N,55,281,5,18,10,8,0,6,11,6,0,3
2014,530,R,446,2282,5,71,34,34,3,6,65,6,11,17
2014,530,SUM,501,2563,5,88,44,42,3,12,76,12,11,20
2014,540,N,155,993,6,42,26,16,0,3,39,6,11,9
2014,540,R,857,4722,6,226,90,119,17,0,226,25,39,25
2014,540,SUM,1012,5715,6,268,116,135,17,3,265,31,51,34
2014,560,N,232,1299,6,92,78,14,0,11,81,9,48,21
2014,560,R,932,4990,5,239,101,127,11,17,222,9,62,30
2014,560,SUM,1164,6289,5,330,178,141,11,28,302,17,110,51
2014,570,N,55,218,4,19,12,7,0,0,19,3,6,3
2014,570,R,363,2217,6,86,32,48,6,0,86,10,6,16
2014,570,SUM,418,2435,6,105,44,55,6,0,105,13,12,20
2014,575,N,61,340,6,19,14,5,0,2,17,3,3,9
2014,575,R,521,2698,5,99,19,72,9,3,97,6,9,5
2014,575,SUM,582,3037,5,118,33,76,9,5,114,9,11,14
2014,580N,N,225,1329,6,83,65,15,3,17,66,6,28,31
2014,580N,R,642,3146,5,201,83,104,14,14,187,14,34,35
2014,580N,SUM,868,4475,5,284,148,119,17,31,253,20,62,66
2014,580S,N,111,603,5,49,31,17,2,3,46,0,17,14
2014,580S,R,284,1625,6,88,39,47,3,20,68,7,10,21
2014,580S,SUM,395,2228,6,138,70,63,5,23,114,7,27,35
2014,590,N,191,1267,7,49,38,10,0,19,29,0,6,32
2014,590,R,1589,10522,7,346,181,153,11,68,277,35,54,93
2014,590,SUM,1780,11789,7,394,220,163,11,87,307,35,60,125
2014,5XX,N,21,73,4,6,3,3,0,0,6,0,3,0
2014,5XX,SUM,29,92,3,6,3,3,0,0,6,0,3,0
2014,600,N,9,26,3,0,0,0,0,0,0,0,0,0
2014,600,R,90,647,7,6,6,0,0,0,6,0,3,3
2014,600,SUM,99,673,7,6,6,0,0,0,6,0,3,3
2014,611,N,6,29,5,0,0,0,0,0,0,0,0,0
2014,611,R,17,64,4,3,3,0,0,3,0,0,0,3
2014,611,SUM,23,93,4,3,3,0,0,3,0,0,0,3
2014,620,N,87,725,8,18,13,5,0,12,6,0,6,6
2014,620,R,559,3584,6,95,67,19,8,36,59,4,18,45
2014,620,SUM,646,4309,7,112,80,25,8,48,64,4,24,51
2014,621,N,65,602,9,20,17,3,0,10,10,0,4,12
2014,621,R,519,3211,6,66,51,13,3,28,38,0,9,41
2014,621,SUM,584,3813,7,85,67,16,3,38,48,0,13,54
2014,622,N,37,227,6,23,8,14,0,8,15,0,4,4
2014,622,R,551,3451,6,97,42,52,3,29,67,3,4,35
2014,622,SUM,588,3679,6,119,51,66,3,37,82,3,8,40
2014,630,N,2,15,7,0,0,0,0,0,0,0,0,0
2014,630,R,28,186,7,9,5,4,0,7,2,0,0,5
2014,630,SUM,31,201,7,9,5,4,0,7,2,0,0,5
2014,631,N,25,161,7,8,3,5,0,4,4,1,0,2
2014,631,R,253,1725,7,48,42,6,0,22,25,2,9,30
2014,631,SUM,278,1886,7,56,45,11,0,27,29,3,9,32
2014,632,N,14,153,11,5,4,1,0,4,1,0,0,4
2014,632,R,131,964,7,32,21,11,0,15,17,2,2,18
2014,632,SUM,145,1117,8,37,25,12,0,19,18,2,2,22
2014,640,N,3,3,1,3,3,0,0,0,3,0,3,0
2014,640,R,14,84,6,0,0,0,0,0,0,0,0,0
2014,640,SUM,16,87,5,3,3,0,0,0,3,0,3,0
2014,670,N,13,83,6,0,0,0,0,0,0,0,0,0
2014,670,R,55,266,5,3,3,0,0,0,3,0,3,0
2014,670,SUM,68,348,5,3,3,0,0,0,3,0,3,0
2014,680,N,5,73,14,3,3,0,0,3,0,0,0,3
2014,680,R,68,460,7,3,3,0,0,2,1,0,0,3
2014,680,SUM,73,533,7,6,6,0,0,5,1,0,0,6
2014,690,N,17,103,6,3,0,3,0,0,3,0,0,0
2014,690,R,267,1497,6,67,42,26,0,20,47,0,6,36
2014,690,SUM,283,1599,6,71,42,29,0,20,51,0,6,36
2014,700,N,197,1263,6,80,33,43,3,26,54,0,13,20
2014,700,R,1086,6981,6,297,175,108,14,96,201,11,42,123
2014,700,SUM,1283,8244,6,377,209,151,17,122,255,11,55,143
2014,701E,N,22,148,7,7,7,0,0,2,6,0,5,3
2014,701E,R,181,943,5,19,8,11,0,6,13,0,0,8
2014,701E,SUM,202,1091,5,26,15,11,0,7,19,0,5,10
2014,701W,N,20,81,4,4,4,0,0,0,4,0,3,2
2014,701W,R,86,480,6,26,4,17,6,0,26,0,0,4
2014,701W,SUM,107,561,5,31,8,17,6,0,31,0,3,5
2014,702,N,69,354,5,20,5,12,3,3,17,0,0,5
2014,702,R,548,3139,6,130,68,59,3,55,75,2,12,54
2014,702,SUM,617,3494,6,150,73,71,6,58,91,2,12,59
2014,703,N,34,147,4,9,9,0,0,0,9,3,6,0
2014,703,R,177,869,5,30,27,3,0,2,28,0,19,9
2014,703,SUM,211,1015,5,38,36,3,0,2,37,3,24,9
2014,704,N,260,1675,6,52,24,28,0,19,33,0,0,24
2014,704,R,647,4455,7,165,78,82,5,40,125,0,17,61
2014,704,SUM,907,6130,7,217,102,109,5,59,158,0,17,85
2014,705,N,118,631,5,49,27,22,0,25,24,0,0,27
2014,705,R,233,1820,8,47,26,21,0,6,41,0,3,22
2014,705,SUM,351,2451,7,96,53,43,0,31,65,0,3,49
2014,7XX,R,14,75,5,2,2,0,0,0,2,0,0,2
2014,7XX,SUM,16,84,5,2,2,0,0,0,2,0,0,2
2014,Reg_1,N,1321,10754,8,122,117,6,0,40,82,3,65,48
2014,Reg_1,R,12742,131628,10,803,558,240,5,161,642,0,376,182
2014,Reg_1,SUM,14062,142381,10,925,674,246,5,201,724,3,441,230
2014,Reg_2,N,2131,16573,8,407,351,56,0,115,292,0,215,137
2014,Reg_2,R,20542,186281,9,3404,1855,1419,129,421,2983,14,1241,600
2014,Reg_2,SUM,22672,202854,9,3810,2207,1475,129,536,3274,14,1456,737
2014,Reg_3,N,7926,60463,8,2673,1745,849,78,448,2225,17,922,804
2014,Reg_3,R,37495,312648,8,9541,4466,4630,445,870,8671,318,2531,1617
2014,Reg_3,SUM,45421,373111,8,12213,6212,5479,523,1318,10896,335,3453,2421
2014,Reg_4,N,3441,24448,7,1120,661,420,39,252,868,53,245,360
2014,Reg_4,R,16657,110449,7,4013,1474,2291,247,456,3557,114,527,834
2014,Reg_4,SUM,20098,134897,7,5133,2136,2711,286,709,4424,167,772,1193
2014,Reg_5,N,1243,7580,6,442,318,117,7,71,371,40,142,136
2014,Reg_5,R,6890,42015,6,1757,759,916,82,163,1594,142,313,304
2014,Reg_5,SUM,8132,49594,6,2199,1077,1033,89,233,1965,182,455,440
2014,Reg_6,N,281,2329,8,82,50,32,0,41,40,1,17,32
2014,Reg_6,R,2365,16408,7,428,284,130,14,161,266,11,53,219
2014,Reg_6,SUM,2646,18737,7,509,334,161,14,203,307,12,71,251
2014,Reg_7,N,705,4309,6,221,109,105,6,75,146,3,26,80
2014,Reg_7,R,2887,18761,7,714,387,300,27,204,511,12,94,282
2014,Reg_7,SUM,3592,23070,6,935,497,405,33,278,657,15,120,362
2014,Reg_X,N,45,471,11,11,6,5,0,0,11,0,3,3
2014,Reg_X,SUM,89,582,7,11,6,5,0,0,11,0,3,3
2014,State,N,16357,126926,8,5076,3358,1588,130,1042,4034,117,1636,1599
2014,State,R,91307,818301,9,20659,9784,9926,949,2435,18224,611,5134,4038
2014,State,SUM,107663,945227,9,25735,13142,11515,1079,3477,22257,729,6770,5637
2014,XXX,N,45,471,11,11,6,5,0,0,11,0,3,3
2014,XXX,SUM,89,582,7,11,6,5,0,0,11,0,3,3
2015,100,N,173,1286,7,12,12,0,0,3,9,0,9,3
2015,100,R,1494,12987,9,63,50,11,3,20,43,0,32,18
2015,100,SUM,1666,14272,9,75,62,11,3,23,52,0,41,21
2015,101,N,81,637,8,3,3,0,0,0,3,0,0,3
2015,101,R,1432,13236,9,83,56,24,4,15,69,3,47,6
2015,101,SUM,1513,13873,9,86,59,24,4,15,72,3,47,9
2015,102,N,49,425,9,6,6,0,0,6,0,0,0,6
2015,102,R,1408,10735,8,27,18,9,0,12,15,0,15,3
2015,102,SUM,1458,11160,8,33,23,9,0,18,15,0,15,9
2015,103,N,58,431,7,6,6,0,0,0,6,0,3,3
2015,103,R,1620,14563,9,72,61,8,3,9,60,0,50,12
2015,103,SUM,1678,14995,9,78,67,8,3,9,66,0,53,15
2015,104,N,74,591,8,3,3,0,0,0,3,0,3,0
2015,104,R,1160,10029,9,70,58,11,0,15,55,0,29,29
2015,104,SUM,1234,10620,9,73,61,11,0,15,58,0,32,29
2015,109,N,15,57,4,0,0,0,0,0,0,0,0,0
2015,109,R,360,3256,9,39,6,30,3,0,39,0,6,0
2015,109,SUM,375,3313,9,39,6,30,3,0,39,0,6,0
2015,110,N,41,309,8,0,0,0,0,0,0,0,0,0
2015,110,R,785,5964,8,29,26,3,0,15,14,0,18,9
2015,110,SUM,826,6273,8,29,26,3,0,15,14,0,18,9
2015,120,N,27,205,8,0,0,0,0,0,0,0,0,0
2015,120,R,993,7446,8,43,37,5,0,3,40,0,23,15
2015,120,SUM,1020,7651,8,43,37,5,0,3,40,0,23,15
2015,121,N,461,3688,8,54,45,9,0,15,39,0,39,6
2015,121,R,2130,19051,9,211,137,70,5,23,188,0,99,38
2015,121,SUM,2591,22739,9,265,182,79,5,38,227,0,138,44
2015,122,N,95,827,9,6,3,3,0,3,3,0,0,3
2015,122,R,1342,11297,8,47,35,9,3,6,41,0,23,12
2015,122,SUM,1437,12125,8,53,38,12,3,9,44,0,23,15
2015,123,N,123,953,8,12,12,0,0,9,3,0,12,0
2015,123,R,578,4682,8,57,29,27,0,15,42,0,18,12
2015,123,SUM,701,5635,8,68,41,27,0,24,45,0,29,12
2015,124,N,29,339,12,3,3,0,0,0,3,0,3,0
2015,124,R,219,1850,8,7,6,2,0,0,7,0,6,0
2015,124,SUM,248,2189,9,10,9,2,0,0,10,0,9,0
2015,130,N,86,631,7,0,0,0,0,0,0,0,0,0
2015,130,R,1038,7576,7,45,40,5,0,12,34,0,31,9
2015,130,SUM,1123,8207,7,45,40,5,0,12,34,0,31,9
2015,132,N,18,114,6,0,0,0,0,0,0,0,0,0
2015,132,R,381,2918,8,6,0,6,0,0,6,0,0,0
2015,132,SUM,399,3032,8,6,0,6,0,0,6,0,0,0
2015,140,N,62,457,7,0,0,0,0,0,0,0,0,0
2015,140,R,585,4992,9,37,23,14,0,18,20,0,9,15
2015,140,SUM,647,5449,8,37,23,14,0,18,20,0,9,15
2015,141,N,9,57,6,0,0,0,0,0,0,0,0,0
2015,141,R,146,1180,8,9,9,0,0,0,9,0,3,6
2015,141,SUM,155,1237,8,9,9,0,0,0,9,0,3,6
2015,150,N,154,1081,7,42,39,3,0,0,42,0,21,18
2015,150,R,142,1085,8,19,19,0,0,0,19,0,6,13
2015,150,SUM,295,2166,7,61,58,3,0,0,61,0,27,31
2015,151,N,18,99,6,6,6,0,0,0,6,0,0,6
2015,151,R,23,130,6,0,0,0,0,0,0,0,0,0
2015,151,SUM,41,230,6,6,6,0,0,0,6,0,0,6
2015,170,N,9,21,2,0,0,0,0,0,0,0,0,0
2015,170,R,266,2255,9,20,9,9,3,6,15,0,6,3
2015,170,SUM,275,2276,8,20,9,9,3,6,15,0,6,3
2015,200,N,67,736,11,6,6,0,0,3,3,0,3,3
2015,200,R,469,4046,9,34,23,9,1,0,34,0,18,6
2015,200,SUM,535,4782,9,40,29,9,1,3,37,0,21,9
2015,201,N,56,428,8,0,0,0,0,0,0,0,0,0
2015,201,R,1198,10076,8,124,73,50,2,12,111,0,50,23
2015,201,SUM,1254,10504,8,124,73,50,2,12,111,0,50,23
2015,202,N,87,770,9,9,6,3,0,0,9,0,6,0
2015,202,R,889,7164,8,54,47,6,1,9,45,0,35,12
2015,202,SUM,976,7934,8,62,53,8,1,9,54,0,41,12
2015,203,N,45,201,5,3,0,3,0,0,3,0,0,0
2015,203,R,727,5296,7,38,35,3,0,6,32,0,20,14
2015,203,SUM,772,5497,7,40,35,6,0,6,35,0,20,14
2015,204,N,42,298,7,3,3,0,0,0,3,0,0,3
2015,204,R,1063,7084,7,109,44,64,2,6,104,3,32,9
2015,204,SUM,1105,7382,7,112,47,64,2,6,106,3,32,12
2015,210,N,208,1611,8,41,36,5,0,6,35,0,12,24
2015,210,R,1250,8746,7,219,107,105,7,16,203,0,58,49
2015,210,SUM,1458,10358,7,260,142,110,7,22,237,0,70,72
2015,211,N,48,343,7,5,3,2,0,0,5,0,3,0
2015,211,R,483,4064,8,62,38,24,0,12,50,0,18,20
2015,211,SUM,531,4407,8,67,41,26,0,12,55,0,21,20
2015,212,N,275,2251,8,24,18,6,0,6,18,0,12,6
2015,212,R,1942,14516,8,440,194,242,3,42,398,0,121,73
2015,212,SUM,2216,16766,8,463,212,248,3,48,416,0,133,79
2015,213,N,67,354,5,9,9,0,0,3,6,0,6,3
2015,213,R,836,8206,10,190,85,98,8,5,185,0,58,26
2015,213,SUM,903,8560,10,199,94,98,8,8,191,0,64,29
2015,214,N,77,659,9,15,15,0,0,0,15,0,9,6
2015,214,R,655,5819,9,97,58,35,3,15,82,0,38,20
2015,214,SUM,732,6478,9,111,73,35,3,15,97,0,47,26
2015,215,N,293,2184,8,46,30,14,3,12,35,0,21,9
2015,215,R,2505,21526,9,506,245,239,22,22,476,0,172,73
2015,215,SUM,2797,23710,9,553,275,253,25,34,511,0,193,82
2015,216,N,47,382,8,9,9,0,0,0,9,0,3,6
2015,216,R,400,3080,8,65,26,37,2,9,57,0,12,15
2015,216,SUM,447,3462,8,74,35,37,2,9,66,0,15,21
2015,240,N,98,567,6,18,12,6,0,9,9,0,9,3
2015,240,R,1267,9071,7,133,48,82,3,9,121,0,34,14
2015,240,SUM,1365,9639,7,150,60,88,3,18,130,0,42,17
2015,250,N,0,0,0,0,0,0,0,0,0,0,0,0
2015,250,R,113,1125,10,26,20,6,0,5,21,2,6,12
2015,250,SUM,113,1125,10,26,20,6,0,5,21,2,6,12
2015,260,N,6,74,13,0,0,0,0,0,0,0,0,0
2015,260,R,182,1415,8,25,8,13,3,11,13,0,6,3
2015,260,SUM,188,1489,8,25,8,13,3,11,13,0,6,3
2015,261,N,36,285,8,3,3,0,0,0,3,0,3,0
2015,261,R,630,4629,7,99,63,32,3,14,84,3,38,23
2015,261,SUM,666,4914,7,102,66,32,3,14,87,3,40,23
2015,262,N,5,41,8,2,0,1,1,0,2,0,0,0
2015,262,R,243,1404,6,99,3,90,6,3,96,0,3,0
2015,262,SUM,248,1445,6,101,3,91,7,3,98,0,3,0
2015,270,N,441,3219,7,105,104,1,0,12,93,0,78,26
2015,270,R,2327,19800,9,332,222,105,5,32,300,0,167,56
2015,270,SUM,2768,23018,8,437,326,106,5,44,393,0,244,82
2015,280,N,48,298,6,15,12,3,0,0,15,0,9,3
2015,280,R,146,1197,8,9,6,3,0,0,9,0,6,0
2015,280,SUM,194,1495,8,24,18,6,0,0,24,0,15,3
2015,281,N,171,1368,8,30,12,18,0,0,30,0,12,0
2015,281,R,1243,8725,7,88,70,15,3,15,73,0,47,23
2015,281,SUM,1415,10093,7,117,82,32,3,15,103,0,59,23
2015,282,N,3,15,5,0,0,0,0,0,0,0,0,0
2015,282,R,138,993,7,29,9,18,3,0,29,0,9,0
2015,282,SUM,141,1008,7,29,9,18,3,0,29,0,9,0
2015,283,N,44,305,7,6,3,3,0,0,6,0,3,0
2015,283,R,1081,8301,8,78,44,34,0,3,75,0,35,9
2015,283,SUM,1126,8605,8,84,47,37,0,3,81,0,38,9
2015,284,N,39,244,6,6,6,0,0,6,0,0,3,3
2015,284,R,150,1372,9,22,6,16,0,7,15,0,0,6
2015,284,SUM,189,1616,9,28,12,16,0,13,15,0,3,9
2015,285,N,121,899,7,3,3,0,0,0,3,0,3,0
2015,285,R,1321,11100,8,44,35,9,0,3,42,0,24,12
2015,285,SUM,1442,11999,8,47,38,9,0,3,45,0,27,12
2015,290,N,35,162,5,10,0,10,0,1,9,0,0,0
2015,290,R,239,1431,6,31,4,23,3,10,21,0,1,3
2015,290,SUM,274,1593,6,41,4,33,3,11,30,0,1,3
2015,291,N,89,406,5,22,12,10,0,0,22,0,12,0
2015,291,R,856,5798,7,176,44,124,8,12,164,0,26,18
2015,291,SUM,945,6204,7,197,56,134,8,12,186,0,38,18
2015,292,N,56,398,7,3,0,3,0,0,3,0,0,0
2015,292,R,1522,11244,7,152,73,67,12,6,146,0,56,18
2015,292,SUM,1578,11642,7,155,73,70,12,6,149,0,56,18
2015,293,N,147,998,7,17,12,5,0,3,14,0,9,3
2015,293,R,1489,11647,8,128,73,52,2,29,98,0,61,12
2015,293,SUM,1635,12645,8,145,85,57,2,32,112,0,70,15
2015,298,N,43,188,4,15,2,10,3,0,15,0,0,2
2015,298,R,478,3225,7,122,32,84,6,11,111,0,12,20
2015,298,SUM,520,3413,7,137,34,94,9,11,126,0,12,22
2015,2XX,N,24,126,5,9,9,0,0,0,9,0,6,3
2015,2XX,R,79,367,5,6,3,3,0,0,6,0,0,3
2015,2XX,SUM,103,493,5,15,12,3,0,0,15,0,6,6
2015,300,N,369,2240,6,86,65,20,0,9,77,0,48,18
2015,300,R,1216,6806,6,382,131,239,12,23,359,3,91,38
2015,300,SUM,1585,9046,6,468,197,259,12,32,435,3,138,56
2015,301,N,171,1247,7,20,20,0,0,6,14,0,9,11
2015,301,R,861,6400,7,105,50,47,9,15,91,0,21,29
2015,301,SUM,1032,7647,7,125,70,47,9,21,105,0,29,40
2015,302,N,291,2010,7,91,40,51,0,11,79,0,25,15
2015,302,R,724,4483,6,261,87,153,22,5,256,0,50,37
2015,302,SUM,1015,6493,6,352,127,204,22,16,335,0,74,52
2015,309,N,36,168,5,9,6,3,0,3,6,0,6,0
2015,309,R,195,1258,6,38,18,21,0,3,35,0,6,12
2015,309,SUM,231,1427,6,47,24,24,0,6,41,0,12,12
2015,310,N,222,1450,7,30,30,0,0,14,16,0,12,18
2015,310,R,691,5192,8,113,98,15,0,26,86,0,27,71
2015,310,SUM,913,6642,7,143,128,15,0,40,102,0,39,89
2015,311,N,110,539,5,34,27,7,0,3,31,0,3,24
2015,311,R,1047,6590,6,307,103,185,19,10,296,3,35,65
2015,311,SUM,1157,7129,6,341,130,192,19,13,328,3,38,88
2015,312,N,245,1521,6,70,59,11,0,12,58,0,9,50
2015,312,R,1279,7893,6,376,173,181,23,18,350,0,56,117
2015,312,SUM,1524,9414,6,446,232,191,23,29,409,0,64,168
2015,313,N,470,2884,6,239,236,3,0,5,234,0,105,131
2015,313,R,848,5755,7,270,236,32,2,12,253,0,93,143
2015,313,SUM,1318,8639,7,509,472,35,2,18,487,0,199,274
2015,314,N,324,2271,7,107,80,21,6,21,86,3,18,60
2015,314,R,1012,6823,7,299,133,155,12,20,279,0,49,85
2015,314,SUM,1335,9094,7,407,214,175,18,41,365,3,66,144
2015,315,N,358,2208,6,115,71,38,6,9,106,3,30,38
2015,315,R,1496,8967,6,388,111,254,23,21,365,0,76,35
2015,315,SUM,1854,11175,6,503,182,291,29,30,470,3,106,73
2015,316,N,25,97,4,3,0,3,0,0,3,0,0,0
2015,316,R,69,359,5,6,3,3,0,0,6,0,3,0
2015,316,SUM,94,456,5,9,3,6,0,0,9,0,3,0
2015,317,N,133,839,6,39,36,3,0,6,33,3,18,15
2015,317,R,626,3958,6,163,91,69,3,15,149,0,55,35
2015,317,SUM,760,4797,6,202,126,72,3,20,181,3,73,50
2015,318,N,151,1106,7,17,12,6,0,9,8,3,6,3
2015,318,R,1300,12584,10,232,120,103,10,26,197,0,79,41
2015,318,SUM,1451,13690,9,249,132,108,10,35,205,3,85,44
2015,319,N,174,1453,8,32,21,11,0,0,32,0,18,3
2015,319,R,1255,11057,9,312,201,96,15,28,284,0,146,55
2015,319,SUM,1429,12510,9,343,222,106,15,28,316,0,164,58
2015,320,N,183,1179,6,48,24,21,3,3,45,0,24,0
2015,320,R,765,4833,6,161,60,78,23,9,152,0,35,25
2015,320,SUM,948,6012,6,209,84,98,26,12,197,0,59,25
2015,321,N,265,2111,8,65,39,21,6,27,38,0,12,27
2015,321,R,1200,7823,7,261,53,189,19,32,229,0,35,18
2015,321,SUM,1464,9934,7,326,91,210,25,59,267,0,47,44
2015,322,N,259,1588,6,86,33,48,6,3,83,0,18,15
2015,322,R,771,4002,5,179,45,119,15,12,167,0,26,19
2015,322,SUM,1030,5590,5,265,78,166,21,15,250,0,44,34
2015,323,N,447,3414,8,106,68,36,3,9,97,0,35,33
2015,323,R,1044,5808,6,185,67,114,3,26,158,3,32,32
2015,323,SUM,1491,9222,6,291,135,150,6,35,255,3,67,65
2015,324,N,559,3853,7,187,71,104,12,24,160,0,45,27
2015,324,R,1354,8473,6,387,143,226,18,32,349,0,85,58
2015,324,SUM,1913,12326,6,574,215,330,29,56,509,0,129,85
2015,325,N,477,3216,7,214,113,92,9,3,211,0,68,45
2015,325,R,2072,10847,5,756,247,466,44,10,737,0,159,88
2015,325,SUM,2549,14063,6,970,359,558,53,13,948,0,227,132
2015,326,N,90,565,6,27,15,9,3,6,21,0,9,6
2015,326,R,440,2296,5,146,26,108,12,3,143,0,21,6
2015,326,SUM,530,2861,5,173,41,117,15,9,164,0,29,12
2015,327,N,501,3286,7,187,68,113,6,12,175,0,36,32
2015,327,R,1411,7644,5,462,126,278,58,21,438,0,73,53
2015,327,SUM,1912,10930,6,648,194,390,64,33,613,0,109,85
2015,328,N,165,1218,7,53,24,21,9,15,36,0,12,12
2015,328,R,639,3985,6,210,96,112,2,20,190,0,44,53
2015,328,SUM,804,5203,7,264,120,133,11,35,226,0,56,64
2015,329,N,481,3401,7,139,101,38,0,16,122,3,80,18
2015,329,R,1459,9137,6,476,152,282,43,20,456,3,87,61
2015,329,SUM,1940,12538,7,615,253,319,43,37,578,6,168,79
2015,330,N,379,2365,6,83,39,33,12,6,74,0,27,12
2015,330,R,771,4776,6,143,61,75,8,12,132,0,23,38
2015,330,SUM,1149,7141,6,227,100,107,19,18,206,0,50,50
2015,331,N,287,2011,7,44,33,12,0,6,38,0,24,9
2015,331,R,1371,9985,7,244,140,98,6,26,214,3,88,50
2015,331,SUM,1657,11996,7,288,173,109,6,32,253,3,111,59
2015,332,N,212,1437,7,52,45,7,0,12,40,0,30,15
2015,332,R,907,6407,7,173,88,77,9,20,153,0,61,26
2015,332,SUM,1118,7845,7,225,132,84,9,32,193,0,91,41
2015,333,N,127,844,7,12,9,3,0,3,9,0,6,3
2015,333,R,798,5468,7,114,47,67,0,0,114,0,18,29
2015,333,SUM,925,6312,7,126,56,70,0,3,123,0,23,32
2015,334,N,64,381,6,9,9,0,0,6,3,0,3,6
2015,334,R,535,3291,6,84,35,48,2,15,69,0,23,12
2015,334,SUM,599,3672,6,93,44,48,2,21,72,0,26,18
2015,335,N,113,768,7,9,6,3,0,0,9,3,3,0
2015,335,R,1325,11251,9,212,107,105,0,31,181,0,91,17
2015,335,SUM,1438,12019,8,221,113,108,0,31,190,3,93,17
2015,339,N,58,296,5,9,3,6,0,0,9,0,3,0
2015,339,R,670,5070,8,118,40,70,8,0,118,18,12,11
2015,339,SUM,728,5366,7,127,43,76,8,0,127,18,15,11
2015,340,N,246,1625,7,47,21,26,0,3,44,0,6,15
2015,340,R,2202,17879,8,560,207,335,19,33,524,0,146,61
2015,340,SUM,2448,19504,8,607,228,360,19,36,568,0,152,76
2015,341,N,44,394,9,12,12,0,0,0,12,0,12,0
2015,341,R,661,5064,8,169,88,71,11,12,154,0,50,38
2015,341,SUM,705,5458,8,181,99,71,11,12,166,0,62,38
2015,343,N,99,982,10,15,9,6,0,3,12,0,9,0
2015,343,R,1062,9167,9,153,76,71,6,12,141,0,38,38
2015,343,SUM,1161,10149,9,168,85,78,6,15,154,0,47,38
2015,350,N,103,565,6,11,6,2,3,0,11,0,3,3
2015,350,R,1121,9125,8,194,85,107,3,11,180,0,58,26
2015,350,SUM,1223,9690,8,205,91,109,6,11,191,0,61,29
2015,360,N,606,3800,6,170,131,39,0,15,155,0,53,77
2015,360,R,1702,10441,6,551,253,262,35,24,527,5,137,111
2015,360,SUM,2307,14241,6,721,384,302,35,38,682,5,191,188
2015,361,N,121,792,7,18,6,12,0,3,15,0,0,6
2015,361,R,353,3082,9,42,18,24,0,6,36,0,18,0
2015,361,SUM,474,3874,8,60,24,36,0,9,51,0,18,6
2015,362,N,288,1865,7,78,36,36,3,12,63,0,27,9
2015,362,R,744,5169,7,261,85,158,19,15,244,3,44,38
2015,362,SUM,1032,7033,7,339,120,194,22,26,307,3,71,47
2015,370,N,88,548,6,11,5,6,0,0,11,0,3,2
2015,370,R,802,5987,8,131,78,50,3,0,131,0,47,31
2015,370,SUM,889,6534,7,141,82,56,3,0,141,0,50,33
2015,380,N,197,1298,7,43,31,12,0,6,37,21,3,7
2015,380,R,3739,30488,8,672,311,335,27,60,613,221,8,82
2015,380,SUM,3936,31786,8,716,342,347,27,66,650,241,11,89
2015,388,N,18,168,9,6,6,0,0,3,3,0,0,6
2015,388,R,164,909,6,26,6,18,3,0,26,6,0,0
2015,388,SUM,182,1077,6,32,12,18,3,3,29,6,0,6
2015,390,N,99,483,5,43,42,2,0,12,29,0,21,21
2015,390,R,664,5013,8,266,104,152,10,10,253,0,38,66
2015,390,SUM,763,5496,7,309,146,154,10,21,282,0,59,87
2015,391,N,262,1620,6,110,86,24,0,12,98,0,50,36
2015,391,R,1415,10817,8,387,184,179,24,32,355,0,120,64
